## There are #18 experiments in this file			
## 001 -- alpha_factor_release_sample013			
## 002 -- alpha_factor_release_sample014			
## 003 -- alpha_factor_release_sample015			
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015
ygr275w	-0.35	0.18	-0.28
ygr276c	0.06	0.03	-0.33
ygr277c	-0.26	-0.03	NA
ygr278w	-0.01	-0.37	-0.29
ygr279c	0.69	0.51	0.71
ygr280c	0.09	-0.77	-1.29
ygr281w	0.06	0.14	0.34
ygr282c	0.82	0.51	0.67
yjl039c	-0.62	-0.17	-0.24
ygr283c	0	-0.44	-1.5
ygr284c	0.14	0.01	0.33
ygr285c	0.37	-0.24	-0.04
ygr286c	0.25	0.27	0.81
ygr287c	0.15	-0.04	0.22
ygr288w	0.48	0.59	0.42
ygr289c	-0.03	0.07	0.11
ygr290w	0.46	0.09	0.28
yjl210w	-0.4	-0.2	-1.09
ygl205w	0.15	1.36	0.09
ygl258w	-0.59	0.52	0.15
ygl204c	0.28	0.33	0.3
ygl202w	0.26	0.48	0.3
ygl201c	-0.09	0.05	0.28
yjl038c	-0.53	-0.26	-0.23
ygl200c	-0.54	0	0.11
ygl199c	-0.12	-0.21	0.29
ygl198w	-0.23	-0.35	0.25
ygl197w	-0.15	-0.59	-0.3
ygl257c	-0.32	-0.25	-0.72
ygl196w	0.32	0.35	0.25
ygl195w	0.26	-0.6	-0.22
ygl194c	-0.06	-0.34	-0.65
ygl193c	1.12	-0.29	-0.13
ygl192w	1.89	-0.58	-0.64
yjl037w	-0.37	-0.03	NA
ygl191w	0.17	0.07	0.18
ygl190c	0.11	0.18	-0.02
ygl189c	0.54	0.14	0.17
ygl256w	-0.3	-0.1	-0.16
ygl188c	-0.16	0.2	0.17
ygl187c	0.29	0.39	0.58
ygl186c	0.05	0.35	0.25
ygl185c	0.21	0.1	0.1
ygl184c	-0.41	0.79	-0.29
yjl036w	0.48	0.26	0.4
ygl182c	-0.19	0.03	-0.55
ygl181w	0.26	0.28	0.26
ygl180w	-0.13	0.1	-0.13
ygl179c	0.29	0.26	0.3
ygl178w	0.07	-0.21	-0.42
ygl176c	-0.46	-0.25	-0.36
ygl175c	-0.49	-0.62	0.12
ygl174w	0.15	-0.12	0.44
ygl173c	0.07	-0.45	0
yjl035c	0.06	-0.65	-0.03
ygl172w	-0.07	-0.12	-0.04
ygl171w	0.23	-1.23	-0.94
ygl170c	-0.05	-1.11	-0.47
ygl168w	0.57	0.28	0.86
ygl167c	0.48	0.08	0.51
ygl166w	0.41	0.18	0.24
ygl164c	0.16	0.14	-0.08
ygl163c	-0.18	-0.19	0.36
yjl209w	-0.18	-0.04	-0.36
ygl162w	0.83	0.36	-0.55
ygl161c	0.26	0.51	0.4
ygl160w	-0.16	0.29	0.31
ygl159w	0.21	0.28	-0.08
ygl158w	-0.3	0.9	-0.81
ygl157w	0.69	1.27	1.26
ygl255w	-0.19	0.51	0.26
ygl156w	0.35	0.73	0.86
ygl155w	0.23	-0.07	-0.1
ygl154c	-0.05	0.08	-0.04
yjl034w	0.4	-0.12	0.53
ygl153w	-0.33	-0.2	-0.4
ygl152c	-0.33	0.11	-0.38
ygl151w	-0.04	-0.37	0.03
ygl150c	-0.25	-0.44	-0.07
ygl254w	-0.5	-0.38	-0.45
ygl149w	0.26	0.12	0.36
ygl148w	0.12	-0.2	0.1
ygl147c	0.48	0.2	0.21
ygl146c	-0.39	-0.05	0.33
ygl145w	0.16	-0.4	-0.09
yjl033w	0.2	-1.82	-1.57
ygl144c	0.19	-0.72	-0.27
ygl143c	0.14	-0.12	0.11
ygl142c	0.21	0.08	0.26
ygl141w	0.42	0.01	0.02
ygl253w	0.56	0.88	0.65
ygl140c	-0.02	-0.39	-0.49
ygl139w	-0.1	-0.27	-0.38
ygl138c	-0.72	-0.13	-1.47
ygl137w	-0.18	-0.12	-0.35
ygl136c	-0.43	-0.19	-0.03
yjl032w	0.39	0.24	0.17
ygl135w	0.6	0.59	0.21
ygl134w	-0.47	-0.19	-0.42
ygl252c	-0.35	0.14	0.27
ygl133w	-0.13	-0.29	-0.45
ygl132w	-0.16	0.04	-0.11
ygl131c	0.05	0.11	-0.03
ygl130w	-0.27	0.32	0.11
ygl129c	0.01	-0.14	-0.15
ygl128c	-0.57	-0.35	-0.76
ygl127c	0.35	-0.14	0.19
yjl031c	0.28	-0.06	0.08
ygl126w	-0.07	0.9	0.15
ygl125w	-0.2	0.57	0.08
ygl124c	0.07	-0.16	-0.1
ygl123w	0.78	0.35	0.37
ygl122c	-0.08	-0.33	-0.48
ygl263w	0.1	-0.06	0.62
ygl251c	0.38	-0.06	0.1
ygl121c	0.27	0.13	0.17
ygl120c	0	-0.82	-0.81
ygl119w	0.12	-0.36	-0.34
yjl030w	0.16	-0.36	-0.07
ygl118c	0.03	0.14	0.2
ygl117w	0.58	0.82	1.08
ygl116w	-0.29	-0.43	-0.63
ygl115w	0.31	-0.21	0.18
ygl114w	-0.3	0.04	-0.13
ygl113w	-0.22	-0.59	-0.53
ygl112c	-0.74	-0.71	-0.64
ygl111w	0.04	-0.69	-0.8
ygl110c	-0.18	-0.02	-0.33
ygl109w	-0.03	NA	-0.1
yjl029c	-0.33	-0.52	-0.41
ygl108c	-0.48	0.1	-0.35
ygl107c	0	-0.11	-0.1
ygl106w	0.07	0.31	-0.03
ygl105w	0.36	-0.12	0.12
ygl104c	-0.38	0.48	0.33
ygl103w	0.53	0.27	0.33
ygl102c	0.32	0.14	0.31
ygl101w	-0.38	-0.39	-0.9
ygl100w	-0.01	-0.1	-0.09
ygl099w	0.05	-0.66	-0.82
yjl028w	0	-0.47	-0.06
ygl098w	0.28	0.73	0.4
ygl250w	-0.15	-0.04	-0.24
ygl097w	-0.29	-0.59	-0.68
ygl096w	-0.64	-0.56	-0.74
ygl095c	0.42	0.29	0.49
ygl249w	-0.05	-0.34	0
ygl094c	-0.26	-0.66	0.04
ygl093w	-0.54	-0.08	-0.04
ygl092w	-0.84	0.75	-0.09
ygl091c	0.18	0.2	-0.05
yjl027c	-0.01	-0.41	-0.1
ygl090w	-0.34	-0.03	-0.19
ygl089c	0.16	-0.11	0.06
ygl088w	-0.13	-0.38	-0.16
ygl087c	0.02	-0.14	-0.02
ygl086w	-0.14	-0.17	-0.15
ygl085w	-0.01	0.37	-0.3
ygl084c	-0.38	0.13	0.08
ygl083w	-0.5	-0.35	-0.99
ygl082w	0.03	0.23	-0.13
ygl248w	-0.02	0.56	-0.02
yjl026w	0.39	0	0.2
ygl081w	0.1	-0.3	-0.05
ygl080w	-0.06	0.57	0.3
ygl079w	0.03	-0.57	0.26
ygl078c	0.33	-0.59	-1.12
ygl077c	-0.08	-0.01	0.57
ygl076c	0.35	-0.1	-0.03
ygl075c	-0.02	-0.75	0.4
ygl074c	0.42	-0.13	0.11
ygl073w	-0.03	-0.2	0.27
ygl247w	0.11	-0.17	0.22
yjl025w	-0.11	-0.58	-0.24
ygl072c	-0.12	-0.03	0.15
ygl071w	-0.33	-0.06	0.1
ygl070c	-0.18	0.07	-0.27
ygl069c	-0.16	-0.15	0.19
ygl068w	-0.07	-0.05	-0.06
ygl067w	0.49	0.22	0.53
ygl246c	0.23	-0.49	-0.35
ygl066w	-0.62	-0.08	-0.37
ygl065c	-0.34	0.08	0.35
ygl064c	-0.23	-0.13	-0.34
yjl024c	-0.19	-0.07	0.12
ygl063w	-0.04	-0.11	0.28
ygl062w	0.02	1.24	2.01
ygl061c	-0.15	-0.2	0.41
ygl245w	0.21	-0.18	0.36
ygl060w	-0.11	-0.39	-0.19
ygl059w	-0.06	0.46	0.22
ygl058w	-0.06	0.11	-0.33
ygl057c	0.16	0	0.34
ygl056c	-0.25	-0.34	-0.66
ygl055w	0.65	0.53	0.25
yjl023c	-0.37	0.13	-1.22
ygl054c	0.19	0.1	0.03
ygl052w	2.04	0.59	-0.02
ygl050w	0.44	-0.11	0.07
ygl049c	0.14	-0.19	-0.02
ygl048c	0.37	-0.07	0.15
ygl047w	0.48	0.24	0.66
ygl244w	-0.2	-0.35	-0.37
yjl022w	0.16	-0.06	0.22
ygl045w	0.31	0.06	0.38
ygl044c	0.12	-0.21	-0.24
ygl043w	-0.11	0.23	-0.17
ygl042c	-0.38	-0.19	-0.33
ygl041c	0.06	0.27	0.29
ygl040c	-0.35	0.11	-0.21
ygl039w	0.49	0.62	0.5
ygl038c	-0.79	-0.11	0.56
ygl037c	0.13	1.42	1.27
ygl036w	0.16	0.4	-0.07
ygl035c	-0.61	-0.14	-0.16
ygl243w	0.17	-0.24	0.2
ygl034c	-0.32	-0.11	-0.91
ygl033w	0.43	0.34	0.06
ygl032c	NA	NA	1.9
ygl031c	0.58	0.24	0.23
ygl030w	0.11	-0.1	-0.13
ygl029w	0.5	-0.61	-0.5
ygl028c	1.03	-1.95	-2.57
ygl027c	0.03	-0.27	0.41
yjl020c	0.34	0.38	0.63
ygl026c	0.37	0.21	0.3
ygl242c	0.3	0.34	0.44
ygl025c	-0.04	-0.32	-0.12
ygl024w	0.08	0	0.01
ygl023c	0.22	0.05	0.44
ygl022w	-0.21	-0.46	-0.05
ygl241w	0.09	-0.22	0.45
ygl021w	-1.35	-0.72	-1.97
ygl020c	-0.29	-0.24	-0.27
ygl019w	0.07	-0.04	0.03
yjl208c	0.01	-0.02	-0.31
ygl018c	-0.29	-0.27	-0.42
ygl017w	0.18	-0.07	-0.15
ygl016w	0.08	-0.31	0
ygl015c	-0.16	-0.16	-0.03
ygl014w	-0.12	-0.41	-0.47
ygl013c	-0.18	-0.46	-0.29
ygl012w	-1.26	-0.75	-0.66
ygl011c	0.13	0.1	0.21
ygl010w	-0.31	0.39	0.24
ygl009c	0.27	0.23	0.34
yjl019w	-1.44	-0.39	0
ygl008c	-0.56	-0.46	-0.56
ygl007w	0.2	-0.19	0.01
ygl240w	-0.1	-0.48	0.01
ygl006w	0.37	0.24	0.77
ygl005c	0.41	0.41	0.38
ygl004c	0.17	0.2	0.22
ygl003c	0.11	-0.23	-0.21
ygl239c	0.05	-0.22	-0.08
ygl002w	0.28	0.43	0.41
ygl001c	0.57	0.44	0.41
ygl238w	0.01	-0.55	-0.21
ygr001c	0.31	0.2	0.33
ygr002c	0.07	-0.26	0.05
ygr003w	-0.1	-0.58	-0.29
ygr004w	0.12	-0.17	-0.02
ygr005c	-0.09	-0.16	0.08
ygr006w	0	0.06	0.3
ygr007w	0.01	0.36	0.29
ygr008c	0.83	1.54	1.33
ygr009c	-0.78	-0.35	-0.53
yjl017w	0.07	0.76	0.8
ygr010w	-0.12	0.13	-0.02
ygr012w	-0.48	0.59	-0.02
ygr013w	0.07	0.21	0.33
ygr014w	-0.57	-0.79	0.32
ygr015c	-0.74	-0.4	0.03
ygr016w	-0.25	-0.79	0.02
ygr017w	-1.97	-0.19	-1.34
ygr018c	-0.09	-0.71	-0.13
ygr019w	-0.5	0.34	0.45
yjl016w	0.29	0.58	0.72
ygr020c	0.17	-1.27	-0.04
ygl237c	0.21	-0.28	-0.25
ygr021w	0.47	0.15	0.41
ygr022c	0.48	0.23	0.1
ygr023w	0.48	0.35	0.13
ygl262w	0.33	-0.01	0.28
ygr024c	0.34	0.29	-0.04
ygr025w	0	-0.01	0.14
ygr027c	0.3	0.27	0.09
yjl015c	-0.15	0.65	0.75
ygl236c	-0.17	-0.81	-0.04
ygr028w	0.32	0.27	0.34
ygr029w	0.26	0.25	0.35
ygr030c	0.1	-0.49	-0.34
ygr031w	0.09	-0.21	0.01
ygr032w	0.51	0.37	0.39
ygl235w	0.01	-0.06	0.26
ygr033c	0.11	0.4	0.15
ygr034w	0.28	-0.01	-0.01
ygr035c	-0.17	-0.17	-1.16
yjl014w	-0.01	-0.38	-0.22
ygr036c	0.36	0.18	0.06
ygr037c	0.27	0.67	0.45
ygr038w	-0.28	-0.3	-0.47
ygl234w	-0.22	0.38	0.1
ygr040w	0.24	-0.15	0.09
ygr041w	NA	-1.29	-0.94
ygr042w	-0.23	-0.81	-0.01
ygr043c	-0.43	0.07	NA
ygr044c	-0.76	-0.05	-1.1
yjl013c	-0.03	NA	-0.15
ygr045c	0.25	-0.21	-0.26
ygr046w	0.22	-0.01	-0.01
ygr047c	-0.26	-0.26	-0.24
ygr048w	0.24	NA	-0.05
ygl233w	-0.24	-0.2	0
ygr049w	-0.18	0.16	-0.06
ygr050c	0.05	0.02	-0.1
ygr051c	0.16	-0.07	-0.01
ygr052w	NA	1.22	0.14
ygr053c	0.33	0.43	-0.02
yjl012c	-0.23	-0.45	-0.05
ygr054w	0.26	-0.11	0.15
ygr055w	-0.13	0.74	-0.55
ygr056w	-0.11	-0.52	-0.63
ygr057c	-0.14	0.01	-0.33
ygr058w	0.17	0.92	-0.23
ygr059w	-0.17	0	-0.22
ygr060w	-0.49	-0.27	-1.89
ygr061c	-0.51	0.07	-0.17
ygr062c	-0.31	0.29	-0.39
ygr063c	-0.33	-0.02	-0.49
yjl207c	-0.14	0.18	-0.1
ygr064w	0.02	0.17	-0.34
ygr065c	0.17	1.72	0.87
ygl232w	-0.23	-0.09	-0.4
ygr066c	0.13	-0.42	0.47
ygr067c	-0.5	-0.04	-0.78
ygr068c	0.38	-0.04	-0.35
ygr069w	-0.04	0.04	-0.48
ygr070w	0.4	0.23	-0.33
ygl231c	0.4	0.22	0.41
yjl011c	-0.09	-0.47	-0.37
ygr071c	-0.04	-0.01	-0.55
ygr072w	0.3	-0.44	-0.4
ygr073c	-0.26	-0.1	-0.25
ygr074w	-0.12	-0.43	-0.26
ygr075c	-0.19	-0.04	-0.23
ygr076c	0.21	0.1	0.17
ygl230c	-0.16	-0.09	-0.27
ygr077c	-0.11	-0.09	-0.04
ygr078c	0.11	-0.47	-0.31
ygr079w	-0.26	-0.33	-0.4
yjl010c	0.29	-1.09	-0.68
ygr080w	0.21	0.11	0.2
ygr081c	-0.23	0.03	-0.78
ygr082w	0.25	0.17	0.1
ygr083c	-0.38	-0.47	-0.69
ygl229c	-0.56	-0.03	0.18
ygr084c	-0.11	-0.48	NA
ygr085c	0.12	0.3	-0.09
ygr086c	-1.14	-0.47	-0.17
ygr087c	0.02	0.14	0.12
ygr088w	-0.17	-0.23	0.23
yjl009w	0.01	-0.19	-0.14
ygr089w	-0.72	-0.59	-0.97
ygr090w	0.13	-0.49	-0.46
ygr091w	-0.02	0.83	0.1
ygr092w	0.21	-0.04	-0.1
ygr093w	-0.07	-0.93	-0.56
ygr094w	0	NA	-0.17
ygr095c	0.26	-0.16	-0.12
ygl228w	0.02	0.15	0.08
ygr096w	NA	0.04	0.08
ygr097w	0.42	0.58	0.48
yjl008c	0.22	-0.29	-0.06
ygr098c	-0.03	-0.23	-0.05
ygr099w	-0.56	0.66	-0.47
ygr100w	0.33	-0.06	0.29
ygr101w	0.26	0.23	0.25
ygr102c	0.39	0.03	0.07
ygr103w	0.22	-0.74	-0.98
ygl227w	-0.23	-0.05	0.25
ygr104c	0.28	-0.06	0.1
ygr105w	-0.34	0.12	-0.45
yjl007c	0.06	0.24	0.19
ygr106c	-0.04	0.18	-0.28
ygr107w	-0.42	-0.1	-0.75
ygr108w	NA	-1.56	-2.01
ygr109c	NA	-0.12	NA
ygr110w	0.11	0.32	-0.05
ygr111w	-0.04	0.32	0.35
ygr112w	1.4	1.23	1.14
ygr113w	-0.85	-0.32	-1.13
ygr115c	-0.04	-0.02	-0.24
yjl006c	-0.2	-0.06	-0.39
ygr116w	-0.85	-0.53	-2
ygr117c	0.28	-0.05	0.13
ygr118w	0.37	0.04	0.02
ygr119c	-0.15	-0.65	-0.6
ygr121c	0.16	0.26	0.07
ygl226w	-0.3	-0.53	-0.56
ygr122w	0.66	0.06	0.22
yjl005w	-0.02	0	0.13
ygr123c	0.25	-0.46	-0.21
ygr124w	0.69	0.12	0.74
ygr125w	0.17	-0.04	-0.12
ygr126w	0.3	-0.14	0.21
ygr127w	0.18	0.19	0.31
ygr128c	0.31	-0.93	-0.22
ygr129w	-0.29	0.17	-0.68
ygr130c	-0.24	0.09	0.03
ygr131w	-0.28	-0.07	-0.96
ygr132c	0.1	0.19	0.5
yjl004c	0	-0.02	0
ygr133w	-0.07	-0.1	-0.32
ygr134w	-0.12	0.13	0.2
ygr135w	0.18	0.18	-0.03
ygr136w	0.49	0.3	0.43
ygr138c	0.36	-0.18	-0.69
ygr139w	0.33	0.22	-0.28
ygr140w	-0.43	-0.41	-0.49
ygl225w	-1.07	-0.92	-0.13
ygr141w	-0.19	-0.49	0.04
yjl003w	-0.06	0.24	-0.03
ygr142w	0.48	0.25	0.51
ygr143w	0.6	-0.03	0.2
ygl224c	-0.77	0.04	-0.14
ygr144w	0.18	0.13	0.49
ygr145w	0.23	-1.36	-1.16
ygr146c	1.76	1.43	0.9
ygr147c	0.24	-0.51	-0.01
ygr148c	0.28	-0.26	0.03
ygr149w	0.37	0.42	0.41
ygr150c	-0.23	0.86	-0.75
yjl002c	-0.11	-0.42	-0.01
ygl223c	0.54	0.08	0.03
ygr152c	-0.51	-0.57	0.95
ygr153w	-0.73	0.24	-0.09
ygr154c	0.26	0.04	0.27
ygr155w	0.14	0.07	-0.26
ygr156w	-0.29	-0.02	0.04
ygr157w	0.17	0.41	0.51
ygr158c	0.18	-0.43	0.15
ygr159c	0.42	-0.28	-1.49
yjl001w	0.15	0.21	0.06
ygl222c	-0.58	-0.53	-0.77
ygr160w	0.41	-0.42	-1.16
ygr161c	0.72	1.5	0.92
ygl221c	0.32	0.14	0.29
ygl220w	0.08	-0.16	0.05
ygr162w	0.33	-0.07	-0.22
ygr163w	-0.48	-0.1	-0.27
ygr164w	-0.15	-0.27	-0.33
ygl219c	0.11	-0.14	0.1
ygr165w	NA	0.14	0.27
yjr001w	-0.08	-0.27	0.29
ygr166w	0.17	-0.34	0.17
ygr167w	0.21	0.07	0.28
ygr168c	0.17	-0.23	0.15
ygr169c	-0.01	-0.65	-0.21
ygl218w	0.04	0	0.11
ygr170w	-0.07	-0.39	0.33
ygr171c	0.32	-0.24	0.14
ygr172c	-0.33	-0.57	0.32
ygr173w	-0.23	-0.98	-0.29
ygr174c	0.32	-0.03	0.11
yjr002w	0.05	-1.23	-0.88
ygr175c	0.24	0.04	0.05
ygl217c	NA	-0.56	-0.07
ygr176w	-1.08	-0.76	-0.85
ygr177c	-1.84	-1.51	-1.25
ygl216w	-0.39	-0.92	-0.7
ygr178c	-0.1	NA	-0.29
ygr179c	-0.96	-0.54	-0.8
ygr180c	0.19	-0.2	-0.04
ygr181w	0.09	0.58	0.42
yjr003c	-0.52	-1.22	-1
ygr182c	0.14	0.51	0.37
ygr183c	-0.14	0.67	0.55
ygr184c	-0.39	-0.13	-0.24
ygr185c	0.04	0.05	-0.04
ygr186w	0.09	0.52	-0.02
ygr187c	0.07	-0.57	-0.61
ygr188c	-0.69	0.23	-0.54
ygr189c	0.21	-0.06	1.44
ygl215w	0.3	-0.25	-0.09
ygr190c	0.39	0.15	-0.27
yjr004c	0.36	-0.97	0.19
ygr191w	0.27	-0.27	-0.07
ygr192c	0.61	0.38	0.45
ygr193c	-0.05	-0.24	0.22
ygr194c	-0.16	-0.22	-0.04
ygr195w	0.26	-0.18	-0.07
ygr196c	0.47	0.17	0.13
ygr197c	-0.05	-0.18	0.14
ygr198w	0.12	-0.34	-0.29
ygr199w	-0.06	-0.46	0.15
ygr200c	0.15	-0.7	-0.66
yjr005w	0.01	-0.13	0.34
ygl214w	0.01	-0.29	-0.19
ygl213c	0.21	0.13	-0.05
ygr201c	-0.62	-0.05	-0.3
ygr202c	-0.19	-0.25	-0.53
ygr203w	-0.42	-0.15	-0.51
ygr204w	-0.14	0.31	0.29
ygr205w	-0.57	-0.23	-0.15
ygr206w	0.09	NA	-0.1
ygr207c	-0.32	0.01	-0.13
ygr208w	0.13	1	-0.12
yjr006w	-0.61	-0.35	0.04
ygr209c	-0.36	0.24	-0.06
ygr210c	0.04	NA	-0.39
ygl212w	-0.26	-0.79	-0.46
ygr211w	-0.08	-0.64	-0.49
ygr212w	0.11	0.6	0.28
ygr213c	0.52	1.43	1.08
ygr214w	0.31	-0.17	-0.08
ygr215w	-0.17	-0.09	-0.31
ygr216c	0.28	-0.19	0
ygr217w	-0.07	-0.12	0.23
yjr007w	0.35	0.05	0.02
ygl211w	-0.26	-0.53	-0.34
ygr219w	-0.04	-0.17	0.29
ygr220c	0.2	-0.1	0.41
ygr221c	-0.68	-0.12	0.4
ygl210w	-0.43	0.06	-0.13
ygr222w	-0.02	-0.05	0.44
ygr223c	0.13	0.13	0.02
ygr224w	-0.18	-0.48	-0.14
ygr225w	-0.46	-0.37	-0.19
yjr008w	-0.06	-0.06	-0.52
ygr226c	-0.24	0.83	0.19
ygr227w	-0.03	-0.29	-0.34
ygr228w	-0.17	-0.16	-0.33
ygr229c	-0.3	-0.2	-0.25
ygr230w	-0.07	0.35	-0.53
ygr231c	-0.17	0.17	0.08
ygr232w	0.41	0.37	0.34
ygr233c	0.12	-0.26	-0.36
ygl209w	0.1	-0.16	0.12
ygr234w	-0.18	-0.49	-0.87
yjr009c	0.45	0.29	0.63
ygr235c	-0.47	-0.44	-0.74
ygr236c	-0.12	-0.68	-0.84
ygr237c	-0.04	0.08	-0.01
ygr238c	-0.73	-0.2	0.01
ygr239c	0.44	-0.07	-0.31
ygr240c	0.45	-0.11	0.08
ygl208w	-0.3	0.2	0.04
ygr241c	-0.01	0.27	0.3
ygr242w	0.04	0.21	0.3
ygr243w	0.3	1.11	0.72
yjr010w	0.4	0.16	0.4
ygr244c	0.35	0.26	0.81
ygr245c	0.12	-0.85	-0.95
ygr246c	0.14	-0.39	-0.14
ygr247w	-0.42	-0.23	-0.17
ygr248w	0.23	0.81	0.97
ygr249w	0.52	0.57	-0.22
ygl207w	-0.36	-0.27	0.12
ygr250c	0.79	0.42	0.34
ygr251w	-0.08	-0.38	-0.93
ygr252w	-0.24	0.3	-0.38
yjr010c-a	-0.08	0.08	-0.19
ygr253c	-0.07	0.88	-0.22
yhl003c	-0.41	-0.14	-0.28
yhl002w	0.41	0.12	0.19
yhl001w	-0.18	0.12	-0.39
yhr001w	-0.49	-0.08	-0.12
yhr002w	-0.21	0.46	-0.41
yhr003c	-0.37	-0.3	-0.67
yhr004c	-0.16	0.25	-0.27
yhr005c	0.74	0.63	-0.1
yjr011c	-0.37	-0.17	-1.85
yhr006w	-0.11	-0.2	-0.3
yhr007c	-0.41	-0.77	-0.58
yhr008c	0.03	0.05	-0.38
yhr009c	-0.56	0.71	-0.23
yhr010w	0.21	0.07	0.03
yhr011w	1.19	-0.25	0.22
yhr012w	0.37	-0.2	0.07
yjr012c	0.05	0.14	-0.05
yhr013c	0	-0.16	0.27
yhr014w	-0.1	-0.58	0.24
yhr015w	0.14	-0.26	-0.33
yhl044w	0.28	1.11	1.19
yhr016c	0.12	0.42	0.67
yhr017w	0.19	0.36	0.33
yhr018c	1.08	1.51	1.14
yhr019c	0.22	-0.24	0.05
yhr020w	-0.52	-0.93	-0.43
yhr021c	-0.07	-0.53	-0.23
yjr013w	0.12	0.74	0.02
yhl043w	0.48	0.62	0.1
yhr022c	-0.04	-0.22	-0.06
yhr023w	-1.32	-0.96	-2.06
yhl042w	0.29	0.23	0.53
yhr024c	0.18	-0.04	0.24
yhr025w	0.05	0.29	0.06
yhr026w	0.01	-0.19	-0.15
yhr027c	-0.66	-0.08	-0.37
yhr028c	-0.05	-0.06	0.05
yjr014w	-0.02	-0.26	-0.21
yhr029c	-0.69	0.04	-0.32
yhr030c	1.81	0.53	0.07
yhr031c	-1.21	-0.75	NA
yhr032w	-0.01	NA	-1
yhl041w	-0.21	0.3	-0.71
yhr033w	-1.49	-0.36	-1.04
yhr034c	-0.12	NA	-0.49
yhr035w	-0.03	0.13	-0.41
yhr036w	-0.3	-0.53	-0.54
yhr037w	0.06	0.48	0.31
yjr015w	-0.35	-0.15	-0.66
yhr038w	0.22	-0.03	0.23
yhr039c	-0.01	-0.19	-0.48
yhr040w	-0.15	-1.29	-0.63
yhr041c	-0.05	-0.53	-0.26
yhr042w	-0.14	-0.82	-0.3
yhl040c	0.33	-0.12	0.45
yhr043c	0.49	0.01	0.63
yhr044c	0.15	0.19	0.34
yhr045w	0.48	0.32	-0.57
yjr016c	0.07	-0.3	-0.21
yhr046c	-0.28	0	-0.32
yhr047c	-0.18	-0.05	-0.37
yhr048w	-0.45	-0.23	-1.27
yhr049w	0.33	0.74	0.13
yhr050w	-1.21	-0.44	-0.08
yhr051w	0.12	0.51	0.38
yhr052w	-0.17	-1.36	-0.95
yhr055c	-0.21	-0.11	-0.39
yhr056c	-0.81	-0.7	-0.66
yhl039w	0.43	-0.36	-0.24
yhr057c	0.03	0.37	0.23
yhr058c	0.02	-0.57	-0.2
yhr059w	0.43	0.08	-0.07
yhr060w	0.04	-0.35	-0.35
yhr061c	-0.51	-0.41	-0.27
yhr062c	-0.01	-1.01	-0.47
yhr063c	0.14	0.13	0.25
yjr017c	-0.04	-0.93	-0.09
yhr064c	0.14	-0.35	-0.18
yhr065c	0.15	-0.8	-0.64
yhr066w	0.1	-1.38	-0.77
yhr067w	0.11	-0.13	0.27
yhr068w	0.29	-0.03	0
yhr069c	0.18	-0.73	-0.58
yhr070w	-0.18	-0.48	-0.72
yhl038c	0.05	-0.49	0.19
yhr071w	0.93	1.75	2.17
yhr072w	-0.27	-0.19	-0.56
yjr018w	-0.11	-0.31	0.21
yhr073w	0	0.36	-0.32
yhr074w	-0.05	0.38	0.19
yhr075c	-0.03	0.28	-0.22
yhr076w	0.4	0.46	0.35
yhr077c	0.08	0.07	-0.24
yhr078w	0.04	0.02	-0.13
yhl037c	0.1	-0.39	0.28
yhr079c	-0.45	0.87	-1.38
yhl036w	1.2	1.23	1.1
yjr019c	-0.07	-0.06	-0.36
yhr080c	-0.4	0.1	-0.15
yhr081w	-0.05	-0.26	-0.58
yhr082c	NA	0.23	0.08
yhr083w	-0.59	-0.41	-0.21
yhr084w	0.32	-0.98	-1.1
yhr085w	-0.13	-0.92	-0.93
yhr086w	-0.39	-0.29	-0.35
yhl035c	0.79	0.57	0.59
yhr087w	0.14	NA	2.21
yhr088w	0	-1.11	-0.71
yjr020w	-0.07	-0.31	0.05
yhr089c	0.09	-0.82	-0.78
yhr090c	-0.31	-0.23	-0.54
yhr091c	0.14	0.04	0.02
yhr092c	0.17	0.41	0.46
yhr093w	-0.33	-0.39	-1.38
yhr094c	0.11	0.25	-0.27
yhr095w	-0.68	0.01	-0.89
yhr096c	0.18	0.61	0.42
yhr097c	1.01	1.52	-0.21
yhr098c	0.2	-0.09	-0.16
yjr021c	-0.48	-0.51	-0.18
yhr099w	-0.05	0.16	-0.25
yhr100c	-0.06	-0.2	-0.23
yhr101c	-0.42	0.13	-0.52
yhr102w	-0.24	-0.14	-0.33
yhr103w	-0.04	0.29	-0.53
yhr104w	0.24	1.05	1.04
yhr105w	-0.26	0.08	0.02
yhr106w	0.1	-0.13	0.08
yhr107c	-0.09	-0.48	-0.33
yhr108w	0.08	-0.01	-0.03
yjr022w	0.12	-0.13	0.55
yhr109w	-0.01	-0.34	-0.04
yhl034c	0.71	0.57	0.76
yhr110w	-0.41	-0.04	0.63
yhr111w	0	-0.38	-0.06
yhr112c	0.19	0.23	0.33
yhr113w	0.18	0.12	0.34
yhr114w	0.14	0.02	0.12
yhr115c	-0.12	-0.25	-0.15
yhr116w	0.16	0.03	0.36
yhr117w	-0.38	-0.24	-0.4
yhr118c	-0.24	-0.29	-0.2
yhr119w	-0.83	-0.57	-1.24
yhr120w	-0.14	-0.17	-0.12
yhl033c	0.21	0.13	-0.12
yhr121w	-0.27	0.32	-0.2
yhr122w	-0.11	-0.26	-0.08
yhr123w	-0.5	-0.03	-0.32
yhr124w	0.53	0.26	-0.1
